Node Type,Relation Name,Plan Rows,Actual Rows,Join Index,Query Name,Startup Cost,Total Cost,Actual Startup Time,Actual Total Time,outer_rel,inner_rel,outer_est,inner_est,outer_act,inner_act
Nested Loop,,1,2958,7.0,./JOB-queries/22a.sql,8.49,7438.6,52.752,9548.295,,company_name,1.0,1.0,3374.0,1.0
Seq Scan,company_type,4,1,,./JOB-queries/22a.sql,0.0,1.04,0.0,0.0,,,,,,
Nested Loop,,1,2958,8.0,./JOB-queries/22a.sql,8.49,7439.69,52.754,9550.55,,company_type,1.0,4.0,2958.0,1.0
Index Scan,movie_info,2,1,,./JOB-queries/22a.sql,0.43,1.49,0.48,0.514,,,,,,
Nested Loop,,1,3042,9.0,./JOB-queries/22a.sql,8.92,7441.21,280.263,11071.561,,movie_info,1.0,2.0,2958.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/22a.sql,0.0,2.41,0.001,0.001,,,,,,
Nested Loop,,1,2851,10.0,./JOB-queries/22a.sql,8.92,7443.64,280.268,11077.433,,info_type,1.0,1.0,3042.0,1.0
Aggregate,,1,1,,./JOB-queries/22a.sql,7443.65,7443.66,11080.785,11080.787,,,1.0,,2851.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/18a.sql,0.0,13685.15,0.149,374.467,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/18a.sql,0.0,2.41,0.006,0.006,,,,,,
Hash,,1,1,,./JOB-queries/18a.sql,2.41,2.41,0.008,0.008,info_type,,1.0,,1.0,
Hash Join,,5089,153308,1.0,./JOB-queries/18a.sql,2.43,15253.6,0.162,412.652,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,movie_info,40,15,,./JOB-queries/18a.sql,0.43,4.25,0.008,0.065,,,,,,
Nested Loop,,165570,2310111,2.0,./JOB-queries/18a.sql,2.86,38904.31,0.396,10516.944,,movie_info,5089.0,40.0,153308.0,15.0
Seq Scan,info_type,1,1,,./JOB-queries/18a.sql,0.0,2.41,0.014,0.015,,,,,,
Hash,,1,1,,./JOB-queries/18a.sql,2.41,2.41,0.018,0.018,info_type,,1.0,,1.0,
Hash Join,,1465,15144,3.0,./JOB-queries/18a.sql,5.29,39357.66,3.005,10604.308,,,165570.0,1.0,2310111.0,1.0
Index Scan,cast_info,3,2,,./JOB-queries/18a.sql,0.44,8.77,4.176,73.823,,,,,,
Nested Loop,,3798,35780,4.0,./JOB-queries/18a.sql,5.73,52255.14,13.893,1128562.418,,cast_info,1465.0,3.0,15144.0,2.0
Index Scan,name,1,0,,./JOB-queries/18a.sql,0.43,0.64,0.305,0.305,,,,,,
Nested Loop,,1,137,5.0,./JOB-queries/18a.sql,6.16,54679.18,1772.227,1139494.986,,name,3798.0,1.0,35780.0,0.0
Gather,,1,410,,./JOB-queries/18a.sql,1006.15,55679.28,1256.787,1139442.949,,,1.0,,137.0,
Index Scan,title,1,1,,./JOB-queries/18a.sql,0.43,0.46,0.558,0.558,,,,,,
Nested Loop,,1,410,6.0,./JOB-queries/18a.sql,1006.58,55679.74,1257.668,1139672.179,,title,1.0,1.0,410.0,1.0
Aggregate,,1,1,,./JOB-queries/18a.sql,55679.75,55679.76,1139674.104,1139674.178,,,1.0,,410.0,
Seq Scan,info_type,1,1,,./JOB-queries/4c.sql,0.0,2.41,0.006,0.008,,,,,,
Seq Scan,keyword,13,30,,./JOB-queries/4c.sql,0.0,2626.12,1.771,18.089,,,,,,
Bitmap Index Scan,,303,432,,./JOB-queries/4c.sql,0.0,6.71,0.358,0.358,,,,,,
Bitmap Heap Scan,movie_keyword,303,432,,./JOB-queries/4c.sql,6.78,1044.2,0.459,34.247,,,303.0,,432.0,
Nested Loop,,438,12951,1.0,./JOB-queries/4c.sql,6.78,16240.14,5.449,1046.557,keyword,movie_keyword,13.0,303.0,30.0,432.0
Index Scan,movie_info_idx,2,1,,./JOB-queries/4c.sql,0.43,0.5,0.039,0.04,,,,,,
Nested Loop,,775,14599,2.0,./JOB-queries/4c.sql,7.21,16466.57,5.716,1564.217,,movie_info_idx,438.0,2.0,12951.0,1.0
Nested Loop,,7,8092,3.0,./JOB-queries/4c.sql,7.21,16478.67,5.724,1565.25,info_type,,1.0,775.0,1.0,14599.0
Index Scan,title,1,1,,./JOB-queries/4c.sql,0.43,0.49,0.175,0.175,,,,,,
Nested Loop,,5,4700,4.0,./JOB-queries/4c.sql,7.64,16482.19,6.42,2985.117,,title,7.0,1.0,8092.0,1.0
Aggregate,,1,1,,./JOB-queries/4c.sql,16482.21,16482.22,2990.638,2990.639,,,5.0,,4700.0,
Seq Scan,keyword,2,1,,./JOB-queries/14b.sql,0.0,2626.12,1.536,10.804,,,,,,
Bitmap Index Scan,,303,19528,,./JOB-queries/14b.sql,0.0,6.71,2.348,2.348,,,,,,
Bitmap Heap Scan,movie_keyword,303,19528,,./JOB-queries/14b.sql,6.78,1110.88,3.537,1109.446,,,303.0,,19528.0,
Nested Loop,,67,19528,1.0,./JOB-queries/14b.sql,6.78,4853.95,5.074,1121.7,keyword,movie_keyword,2.0,303.0,1.0,19528.0
Index Scan,title,1,0,,./JOB-queries/14b.sql,0.43,0.5,0.124,0.124,,,,,,
Nested Loop,,1,15,2.0,./JOB-queries/14b.sql,7.21,4887.27,43.76,3550.233,,title,67.0,1.0,19528.0,0.0
Index Scan,movie_info,2,1,,./JOB-queries/14b.sql,0.43,1.79,2.284,2.42,,,,,,
Nested Loop,,1,8,3.0,./JOB-queries/14b.sql,7.65,4889.09,47.501,3586.562,,movie_info,1.0,2.0,15.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/14b.sql,0.0,2.41,0.003,0.003,,,,,,
Nested Loop,,1,8,4.0,./JOB-queries/14b.sql,7.65,4891.52,47.505,3586.62,,info_type,1.0,1.0,8.0,1.0
Index Scan,movie_info_idx,1,0,,./JOB-queries/14b.sql,0.43,0.5,0.086,0.086,,,,,,
Nested Loop,,1,3,5.0,./JOB-queries/14b.sql,8.07,4892.02,47.882,3587.316,,movie_info_idx,1.0,1.0,8.0,0.0
Seq Scan,info_type,1,1,,./JOB-queries/14b.sql,0.0,2.41,0.005,0.005,,,,,,
Nested Loop,,1,2,6.0,./JOB-queries/14b.sql,8.07,4894.45,47.894,3587.337,,info_type,1.0,1.0,3.0,1.0
Seq Scan,kind_type,1,1,,./JOB-queries/14b.sql,0.0,1.09,0.002,0.002,,,,,,
Nested Loop,,1,1,7.0,./JOB-queries/14b.sql,8.07,4895.55,2356.38,3587.348,,kind_type,1.0,1.0,2.0,1.0
Aggregate,,1,1,,./JOB-queries/14b.sql,4895.55,4895.56,3587.353,3587.355,,,1.0,,1.0,
Seq Scan,role_type,1,1,,./JOB-queries/9d.sql,0.0,1.15,0.003,0.005,,,,,,
Index Scan,cast_info,76237,276166,,./JOB-queries/9d.sql,0.44,108276.93,1.353,1080.399,,,,,,
Nested Loop,,69884,276166,1.0,./JOB-queries/9d.sql,0.44,109040.45,1.357,1092.959,role_type,cast_info,1.0,76237.0,1.0,276166.0
Index Scan,char_name,1,1,,./JOB-queries/9d.sql,0.43,0.67,0.154,0.154,,,,,,
Memoize,,1,1,,./JOB-queries/9d.sql,0.44,0.68,0.027,0.027,char_name,,1.0,,1.0,
Nested Loop,,33332,255651,2.0,./JOB-queries/9d.sql,0.88,125704.86,2.852,8470.582,,,69884.0,1.0,276166.0,1.0
Index Scan,name,1,1,,./JOB-queries/9d.sql,0.43,0.79,0.007,0.007,,,,,,
Nested Loop,,7790,255493,3.0,./JOB-queries/9d.sql,1.31,151932.65,4.263,10350.282,,name,33332.0,1.0,255651.0,1.0
Index Scan,movie_companies,5,2,,./JOB-queries/9d.sql,0.43,0.63,0.024,0.031,,,,,,
Nested Loop,,21307,426400,4.0,./JOB-queries/9d.sql,1.74,157242.64,4.806,18430.521,,movie_companies,7790.0,5.0,255493.0,2.0
Seq Scan,company_name,84223,84843,,./JOB-queries/9d.sql,0.0,5932.46,0.286,43.451,,,,,,
Hash,,84223,84843,,./JOB-queries/9d.sql,5932.46,5932.46,47.938,47.938,company_name,,84223.0,,84843.0,
Hash Join,,7636,173567,5.0,./JOB-queries/9d.sql,6986.99,164283.82,67.226,18557.572,,,21307.0,84223.0,426400.0,84843.0
Index Scan,title,1,1,,./JOB-queries/9d.sql,0.43,0.52,0.044,0.044,,,,,,
Nested Loop,,7636,173527,6.0,./JOB-queries/9d.sql,6987.42,168323.14,67.239,26250.41,,title,7636.0,1.0,173567.0,1.0
Index Scan,aka_name,2,3,,./JOB-queries/9d.sql,0.42,0.52,0.004,0.005,,,,,,
Nested Loop,,18829,483046,7.0,./JOB-queries/9d.sql,6987.85,172411.98,67.746,27130.272,,aka_name,7636.0,2.0,173527.0,3.0
Aggregate,,1,1,,./JOB-queries/9d.sql,172600.27,172600.28,27869.493,27869.494,,,18829.0,,483046.0,
Seq Scan,movie_companies,159,2856,,./JOB-queries/8b.sql,0.0,40532.74,0.3,489.992,,,,,,
Index Scan,company_name,1,1,,./JOB-queries/8b.sql,0.42,7.51,0.018,0.018,,,,,,
Nested Loop,,5,2832,1.0,./JOB-queries/8b.sql,0.42,41726.53,0.506,541.082,movie_companies,company_name,159.0,1.0,2856.0,1.0
Index Scan,title,1,0,,./JOB-queries/8b.sql,0.43,8.36,0.221,0.221,,,,,,
Memoize,,1,0,,./JOB-queries/8b.sql,0.44,8.37,0.166,0.166,title,,1.0,,0.0,
Nested Loop,,1,1,2.0,./JOB-queries/8b.sql,0.86,41768.46,734.12,1011.673,,,5.0,1.0,2832.0,0.0
Gather,,1,4,,./JOB-queries/8b.sql,1000.86,42768.56,671.022,967.881,,,1.0,,1.0,
Index Scan,cast_info,1,26,,./JOB-queries/8b.sql,0.44,152.94,3.28,10.25,,,,,,
Nested Loop,,1,104,3.0,./JOB-queries/8b.sql,1001.3,42921.51,683.328,1008.898,,cast_info,1.0,1.0,4.0,26.0
Index Scan,aka_name,2,2,,./JOB-queries/8b.sql,0.42,1.18,0.173,0.206,,,,,,
Nested Loop,,1,171,4.0,./JOB-queries/8b.sql,1001.73,42922.71,683.659,1030.397,,aka_name,1.0,2.0,104.0,2.0
Index Scan,name,1,0,,./JOB-queries/8b.sql,0.43,0.77,0.156,0.156,,,,,,
Nested Loop,,1,6,5.0,./JOB-queries/8b.sql,1002.15,42923.48,741.643,1057.089,,name,1.0,1.0,171.0,0.0
Index Scan,role_type,1,1,,./JOB-queries/8b.sql,0.14,0.16,0.002,0.002,,,,,,
Nested Loop,,1,6,6.0,./JOB-queries/8b.sql,1002.29,42923.65,741.654,1057.105,,role_type,1.0,1.0,6.0,1.0
Aggregate,,1,1,,./JOB-queries/8b.sql,42923.66,42923.67,1057.105,1057.135,,,1.0,,6.0,
Seq Scan,movie_info,3955,3603,,./JOB-queries/15d.sql,0.0,239341.79,268.958,6406.414,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/15d.sql,0.0,2.41,0.027,0.031,,,,,,
Hash,,1,1,,./JOB-queries/15d.sql,2.41,2.41,0.039,0.039,info_type,,1.0,,1.0,
Hash Join,,35,3560,1.0,./JOB-queries/15d.sql,2.43,239354.98,1498.189,6407.144,movie_info,,3955.0,1.0,3603.0,1.0
Index Scan,aka_title,3,0,,./JOB-queries/15d.sql,0.42,3.16,0.023,0.027,,,,,,
Nested Loop,,34,197,2.0,./JOB-queries/15d.sql,2.85,239466.7,1504.499,6503.243,,aka_title,35.0,3.0,3560.0,0.0
Index Scan,title,1,1,,./JOB-queries/15d.sql,0.43,0.95,0.188,0.188,,,,,,
Nested Loop,,24,195,3.0,./JOB-queries/15d.sql,3.28,239498.93,1504.901,6540.446,,title,34.0,1.0,197.0,1.0
Index Scan,movie_companies,5,4,,./JOB-queries/15d.sql,0.43,0.57,0.152,0.214,,,,,,
Nested Loop,,117,700,4.0,./JOB-queries/15d.sql,3.71,239513.86,1508.45,6582.168,,movie_companies,24.0,5.0,195.0,4.0
Index Scan,company_name,1,0,,./JOB-queries/15d.sql,0.42,0.45,0.092,0.092,,,,,,
Nested Loop,,42,292,5.0,./JOB-queries/15d.sql,4.13,239566.03,1509.005,6646.54,,company_name,117.0,1.0,700.0,0.0
Seq Scan,company_type,4,4,,./JOB-queries/15d.sql,0.0,1.04,0.014,0.015,,,,,,
Hash,,4,4,,./JOB-queries/15d.sql,1.04,1.04,0.022,0.023,company_type,,4.0,,4.0,
Hash Join,,42,292,6.0,./JOB-queries/15d.sql,5.22,239567.34,1509.059,6646.656,,,42.0,4.0,292.0,4.0
Index Scan,movie_keyword,47,13,,./JOB-queries/15d.sql,0.43,1.32,0.173,0.178,,,,,,
Nested Loop,,1342,3782,7.0,./JOB-queries/15d.sql,5.65,239642.61,1525.235,6698.831,,movie_keyword,42.0,47.0,292.0,13.0
Index Only Scan,keyword,1,1,,./JOB-queries/15d.sql,0.42,0.44,0.005,0.005,,,,,,
Nested Loop,,1342,3782,8.0,./JOB-queries/15d.sql,6.07,240230.33,1525.334,6719.726,,keyword,1342.0,1.0,3782.0,1.0
Aggregate,,1,1,,./JOB-queries/15d.sql,240237.04,240237.05,6722.739,6722.741,,,1342.0,,3782.0,
Gather,,2,3,,./JOB-queries/15d.sql,241237.04,241237.25,6725.196,6726.038,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/15d.sql,241237.26,241237.27,6725.304,6726.051,,,2.0,,3.0,
Seq Scan,info_type,1,1,,./JOB-queries/4a.sql,0.0,2.41,0.006,0.007,,,,,,
Seq Scan,keyword,13,30,,./JOB-queries/4a.sql,0.0,2626.12,2.182,19.101,,,,,,
Bitmap Index Scan,,303,432,,./JOB-queries/4a.sql,0.0,6.71,0.338,0.338,,,,,,
Bitmap Heap Scan,movie_keyword,303,432,,./JOB-queries/4a.sql,6.78,1044.2,0.437,35.128,,,303.0,,432.0,
Nested Loop,,438,12951,1.0,./JOB-queries/4a.sql,6.78,16240.14,5.705,1073.845,keyword,movie_keyword,13.0,303.0,30.0,432.0
Index Scan,movie_info_idx,1,1,,./JOB-queries/4a.sql,0.43,0.5,0.041,0.041,,,,,,
Nested Loop,,496,8433,2.0,./JOB-queries/4a.sql,7.21,16462.19,5.923,1610.467,,movie_info_idx,438.0,1.0,12951.0,1.0
Nested Loop,,4,5820,3.0,./JOB-queries/4a.sql,7.21,16470.8,5.93,1611.069,info_type,,1.0,496.0,1.0,8433.0
Index Scan,title,1,0,,./JOB-queries/4a.sql,0.43,0.49,0.134,0.134,,,,,,
Nested Loop,,2,740,4.0,./JOB-queries/4a.sql,7.64,16472.81,44.472,2391.935,,title,4.0,1.0,5820.0,0.0
Aggregate,,1,1,,./JOB-queries/4a.sql,16472.82,16472.83,2392.696,2392.697,,,2.0,,740.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/18c.sql,0.0,13685.15,0.861,372.218,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/18c.sql,0.0,2.41,0.006,0.006,,,,,,
Hash,,1,1,,./JOB-queries/18c.sql,2.41,2.41,0.008,0.008,info_type,,1.0,,1.0,
Hash Join,,5089,153308,1.0,./JOB-queries/18c.sql,2.43,15253.6,0.874,416.2,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,movie_info,1,0,,./JOB-queries/18c.sql,0.43,4.55,0.071,0.071,,,,,,
Nested Loop,,1963,34964,2.0,./JOB-queries/18c.sql,2.86,38446.3,5.483,11328.736,,movie_info,5089.0,1.0,153308.0,0.0
Seq Scan,info_type,1,1,,./JOB-queries/18c.sql,0.0,2.41,0.013,0.016,,,,,,
Hash,,1,1,,./JOB-queries/18c.sql,2.41,2.41,0.021,0.021,info_type,,1.0,,1.0,
Hash Join,,18,34172,3.0,./JOB-queries/18c.sql,5.29,38454.07,5.527,11336.575,,,1963.0,1.0,34964.0,1.0
Index Scan,title,1,1,,./JOB-queries/18c.sql,0.43,0.58,0.113,0.113,,,,,,
Nested Loop,,18,34171,4.0,./JOB-queries/18c.sql,5.72,38464.7,5.724,15210.188,,title,18.0,1.0,34172.0,1.0
Index Scan,cast_info,1,1,,./JOB-queries/18c.sql,0.44,9.24,31.768,32.44,,,,,,
Nested Loop,,22,18052,5.0,./JOB-queries/18c.sql,6.16,38631.28,117.567,1123727.153,,cast_info,18.0,1.0,34171.0,1.0
Index Scan,name,1,1,,./JOB-queries/18c.sql,0.43,0.76,0.327,0.327,,,,,,
Nested Loop,,9,9358,6.0,./JOB-queries/18c.sql,6.59,38647.94,178.895,1129634.663,,name,22.0,1.0,18052.0,1.0
Aggregate,,1,1,,./JOB-queries/18c.sql,38648.01,38648.02,1129654.423,1129655.074,,,9.0,,9358.0,
Gather,,2,3,,./JOB-queries/18c.sql,39648.01,39648.22,1129684.253,1129693.119,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/18c.sql,39648.23,39648.24,1129691.211,1129693.135,,,2.0,,3.0,
Seq Scan,info_type,1,1,,./JOB-queries/22b.sql,0.0,2.41,0.007,0.008,,,,,,
Seq Scan,keyword,4,3,,./JOB-queries/22b.sql,0.0,2961.55,2.112,27.208,,,,,,
Bitmap Index Scan,,303,12364,,./JOB-queries/22b.sql,0.0,6.71,2.062,2.062,,,,,,
Bitmap Heap Scan,movie_keyword,303,12364,,./JOB-queries/22b.sql,6.78,1096.87,3.06,1156.979,,,303.0,,12364.0,
Nested Loop,,135,37091,1.0,./JOB-queries/22b.sql,6.78,7361.15,5.757,3501.183,keyword,movie_keyword,4.0,303.0,3.0,12364.0
Index Scan,title,1,0,,./JOB-queries/22b.sql,0.43,0.49,24.659,24.659,,,,,,
Nested Loop,,29,4040,2.0,./JOB-queries/22b.sql,7.21,7427.27,7.471,918135.092,,title,135.0,1.0,37091.0,0.0
Seq Scan,kind_type,2,2,,./JOB-queries/22b.sql,0.0,1.09,0.003,0.003,,,,,,
Materialize,,2,1,,./JOB-queries/22b.sql,0.0,1.1,0.0,0.0,kind_type,,2.0,,2.0,
Nested Loop,,8,3517,3.0,./JOB-queries/22b.sql,7.21,7429.2,7.478,918136.047,,,29.0,2.0,4040.0,1.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/22b.sql,0.43,0.5,0.24,0.241,,,,,,
Nested Loop,,21,5977,4.0,./JOB-queries/22b.sql,7.64,7433.47,7.993,918984.874,,movie_info_idx,8.0,3.0,3517.0,2.0
Nested Loop,,1,1615,5.0,./JOB-queries/22b.sql,7.64,7436.15,106.83,918985.313,info_type,,1.0,21.0,1.0,5977.0
Index Scan,movie_companies,1,0,,./JOB-queries/22b.sql,0.43,0.56,0.482,0.486,,,,,,
Nested Loop,,1,78,6.0,./JOB-queries/22b.sql,8.07,7436.72,397.648,919770.028,,movie_companies,1.0,1.0,1615.0,0.0
Index Scan,company_name,1,1,,./JOB-queries/22b.sql,0.42,0.55,0.456,0.456,,,,,,
Nested Loop,,1,50,7.0,./JOB-queries/22b.sql,8.49,7437.27,398.414,919805.676,,company_name,1.0,1.0,78.0,1.0
Seq Scan,company_type,4,1,,./JOB-queries/22b.sql,0.0,1.04,0.001,0.001,,,,,,
Nested Loop,,1,50,8.0,./JOB-queries/22b.sql,8.49,7438.36,398.418,919805.839,,company_type,1.0,4.0,50.0,1.0
Index Scan,movie_info,2,1,,./JOB-queries/22b.sql,0.43,1.49,2.91,3.094,,,,,,
Nested Loop,,1,34,9.0,./JOB-queries/22b.sql,8.92,7439.88,401.605,919960.565,,movie_info,1.0,2.0,50.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/22b.sql,0.0,2.41,0.002,0.002,,,,,,
Nested Loop,,1,31,10.0,./JOB-queries/22b.sql,8.92,7442.31,401.611,919960.707,,info_type,1.0,1.0,34.0,1.0
Aggregate,,1,1,,./JOB-queries/22b.sql,7442.32,7442.33,919960.778,919960.78,,,1.0,,31.0,
Seq Scan,info_type,1,1,,./JOB-queries/22c.sql,0.0,2.41,0.009,0.01,,,,,,
Seq Scan,keyword,4,3,,./JOB-queries/22c.sql,0.0,2961.55,1.803,14.736,,,,,,
Bitmap Index Scan,,303,12364,,./JOB-queries/22c.sql,0.0,6.71,1.68,1.68,,,,,,
Bitmap Heap Scan,movie_keyword,303,12364,,./JOB-queries/22c.sql,6.78,1096.87,2.645,1083.059,,,303.0,,12364.0,
Nested Loop,,135,37091,1.0,./JOB-queries/22c.sql,6.78,7361.15,3.892,3266.603,keyword,movie_keyword,4.0,303.0,3.0,12364.0
Index Scan,title,1,0,,./JOB-queries/22c.sql,0.43,0.49,0.11,0.11,,,,,,
Nested Loop,,55,9739,2.0,./JOB-queries/22c.sql,7.21,7427.27,4.442,7350.088,,title,135.0,1.0,37091.0,0.0
Seq Scan,kind_type,2,2,,./JOB-queries/22c.sql,0.0,1.09,0.003,0.004,,,,,,
Materialize,,2,1,,./JOB-queries/22c.sql,0.0,1.1,0.0,0.0,kind_type,,2.0,,2.0,
Nested Loop,,16,8073,3.0,./JOB-queries/22c.sql,7.21,7429.94,5.115,7352.223,,,55.0,2.0,9739.0,1.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/22c.sql,0.43,0.5,0.169,0.17,,,,,,
Nested Loop,,46,17788,4.0,./JOB-queries/22c.sql,7.64,7438.49,5.44,8730.857,,movie_info_idx,16.0,3.0,8073.0,2.0
Nested Loop,,1,5949,5.0,./JOB-queries/22c.sql,7.64,7441.48,5.452,8731.865,info_type,,1.0,46.0,1.0,17788.0
Index Scan,movie_companies,1,4,,./JOB-queries/22c.sql,0.43,0.56,0.294,0.354,,,,,,
Nested Loop,,1,25316,6.0,./JOB-queries/22c.sql,8.07,7442.05,40.768,10839.156,,movie_companies,1.0,1.0,5949.0,4.0
Index Scan,company_name,1,1,,./JOB-queries/22c.sql,0.42,0.55,0.016,0.016,,,,,,
Nested Loop,,1,23425,7.0,./JOB-queries/22c.sql,8.49,7442.6,41.077,11255.037,,company_name,1.0,1.0,25316.0,1.0
Seq Scan,company_type,4,1,,./JOB-queries/22c.sql,0.0,1.04,0.0,0.0,,,,,,
Nested Loop,,1,23425,8.0,./JOB-queries/22c.sql,8.49,7443.69,41.081,11271.034,,company_type,1.0,4.0,23425.0,1.0
Index Scan,movie_info,2,1,,./JOB-queries/22c.sql,0.43,1.79,0.38,0.433,,,,,,
Nested Loop,,1,24612,9.0,./JOB-queries/22c.sql,8.92,7445.51,43.065,21420.938,,movie_info,1.0,2.0,23425.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/22c.sql,0.0,2.41,0.001,0.002,,,,,,
Nested Loop,,1,21489,10.0,./JOB-queries/22c.sql,8.92,7447.94,43.069,21472.257,,info_type,1.0,1.0,24612.0,1.0
Aggregate,,1,1,,./JOB-queries/22c.sql,7447.94,7447.95,21497.681,21497.687,,,1.0,,21489.0,
Seq Scan,movie_info_idx,20488,17543,,./JOB-queries/18b.sql,0.0,15122.68,0.237,394.785,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/18b.sql,0.0,2.41,0.018,0.019,,,,,,
Hash,,1,1,,./JOB-queries/18b.sql,2.41,2.41,0.024,0.024,info_type,,1.0,,1.0,
Hash Join,,181,5283,1.0,./JOB-queries/18b.sql,2.43,15180.9,0.564,396.626,movie_info_idx,,20488.0,1.0,17543.0,1.0
Index Scan,title,1,0,,./JOB-queries/18b.sql,0.43,3.56,0.151,0.151,,,,,,
Nested Loop,,58,2051,2.0,./JOB-queries/18b.sql,2.86,15825.53,12.404,1197.629,,title,181.0,1.0,5283.0,0.0
Index Scan,movie_info,1,0,,./JOB-queries/18b.sql,0.43,4.71,0.63,0.63,,,,,,
Nested Loop,,9,119,3.0,./JOB-queries/18b.sql,3.29,16099.29,294.35,2489.518,,movie_info,58.0,1.0,2051.0,0.0
Index Scan,info_type,1,1,,./JOB-queries/18b.sql,0.14,0.16,0.001,0.001,,,,,,
Nested Loop,,1,119,4.0,./JOB-queries/18b.sql,3.43,16100.78,294.36,2489.647,,info_type,9.0,1.0,119.0,1.0
Gather,,1,358,,./JOB-queries/18b.sql,1003.43,17100.88,466.701,2185.741,,,1.0,,119.0,
Index Scan,cast_info,1,1,,./JOB-queries/18b.sql,0.44,10.1,6.113,7.881,,,,,,
Nested Loop,,1,268,5.0,./JOB-queries/18b.sql,1003.87,17110.99,1288.496,5007.364,,cast_info,1.0,1.0,358.0,1.0
Index Scan,name,1,0,,./JOB-queries/18b.sql,0.43,0.76,0.692,0.692,,,,,,
Nested Loop,,1,11,6.0,./JOB-queries/18b.sql,1004.3,17111.75,1513.853,5192.859,,name,1.0,1.0,268.0,0.0
Aggregate,,1,1,,./JOB-queries/18b.sql,17111.75,17111.76,5192.861,5192.908,,,1.0,,11.0,
Seq Scan,info_type,1,1,,./JOB-queries/14a.sql,0.0,2.41,0.006,0.007,,,,,,
Seq Scan,kind_type,1,1,,./JOB-queries/14a.sql,0.0,1.09,0.001,0.008,,,,,,
Seq Scan,keyword,4,3,,./JOB-queries/14a.sql,0.0,2961.55,1.144,16.929,,,,,,
Bitmap Index Scan,,303,12364,,./JOB-queries/14a.sql,0.0,6.71,1.466,1.466,,,,,,
Bitmap Heap Scan,movie_keyword,303,12364,,./JOB-queries/14a.sql,6.78,1096.87,2.308,1074.957,,,303.0,,12364.0,
Nested Loop,,135,37091,1.0,./JOB-queries/14a.sql,6.78,7361.15,3.071,3244.651,keyword,movie_keyword,4.0,303.0,3.0,12364.0
Index Scan,title,1,0,,./JOB-queries/14a.sql,0.43,0.49,0.09,0.09,,,,,,
Nested Loop,,21,2582,2.0,./JOB-queries/14a.sql,7.21,7427.27,7.864,6584.564,,title,135.0,1.0,37091.0,0.0
Nested Loop,,3,1966,3.0,./JOB-queries/14a.sql,7.21,7428.62,249.294,6584.848,kind_type,,1.0,21.0,1.0,2582.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/14a.sql,0.43,0.5,0.123,0.124,,,,,,
Nested Loop,,9,3380,4.0,./JOB-queries/14a.sql,7.64,7430.23,249.319,6829.446,,movie_info_idx,3.0,3.0,1966.0,2.0
Nested Loop,,1,1147,5.0,./JOB-queries/14a.sql,7.64,7432.75,255.461,6829.656,info_type,,1.0,9.0,1.0,3380.0
Index Scan,movie_info,2,1,,./JOB-queries/14a.sql,0.43,1.79,2.934,3.363,,,,,,
Nested Loop,,1,878,6.0,./JOB-queries/14a.sql,8.07,7434.57,269.217,10687.86,,movie_info,1.0,2.0,1147.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/14a.sql,0.0,2.41,0.001,0.002,,,,,,
Nested Loop,,1,761,7.0,./JOB-queries/14a.sql,8.07,7437.0,269.224,10690.381,,info_type,1.0,1.0,878.0,1.0
Aggregate,,1,1,,./JOB-queries/14a.sql,7437.0,7437.01,10691.283,10691.285,,,1.0,,761.0,
Seq Scan,title,1053402,842736,,./JOB-queries/8c.sql,0.0,46529.03,1.686,828.143,,,,,,
Seq Scan,movie_companies,1087137,869710,,./JOB-queries/8c.sql,0.0,29661.37,0.405,624.796,,,,,,
Seq Scan,company_name,49543,28281,,./JOB-queries/8c.sql,0.0,4722.92,1.153,112.348,,,,,,
Hash,,49543,28281,,./JOB-queries/8c.sql,4722.92,4722.92,114.461,114.461,company_name,,49543.0,,28281.0,
Hash Join,,389630,384599,1.0,./JOB-queries/8c.sql,5342.21,37857.37,114.923,815.617,movie_companies,,1087137.0,49543.0,869710.0,28281.0
Hash,,389630,384599,,./JOB-queries/8c.sql,37857.37,37857.37,850.631,850.632,,,389630.0,,384599.0,
Hash Join,,389630,384583,2.0,./JOB-queries/8c.sql,44249.74,110220.49,1809.626,2031.922,title,,1053402.0,389630.0,842736.0,384599.0
Seq Scan,role_type,1,1,,./JOB-queries/8c.sql,0.0,1.15,0.019,0.02,,,,,,
Index Scan,cast_info,3295533,2728943,,./JOB-queries/8c.sql,0.44,91799.27,1.078,464.562,,,,,,
